id,Age
74051,7.505377997778442
74052,7.902297149719385
74053,10.791008556339357
74054,9.630905311695882
74055,7.524082898877141
74056,12.326891399164262
74057,11.135496577965645
74058,8.105897395222641
74059,12.88313715141411
74060,10.659704732394333
74061,13.357964405564848
74062,10.235186608995832
74063,4.362904144643924
74064,12.433897478462148
74065,5.462943209610108
74066,6.16084706864191
74067,11.164300160488402
74068,13.13884002950933
74069,11.06989016379962
74070,10.562301192677607
74071,16.06090128959073
74072,9.581455836019929
74073,8.722713592291687
74074,9.257729530592163
74075,13.202412296385782
74076,9.512965696828052
74077,13.11375137568239
74078,11.131287450093865
74079,9.329590446438594
74080,11.423184874705854
74081,10.93623084638165
74082,10.562599851099062
74083,10.331686045177532
74084,12.297645127640198
74085,10.9527372565436
74086,7.117763656460726
74087,9.345964892499458
74088,10.834510137169184
74089,8.702823212433357
74090,9.804895018088532
74091,7.8999230823954045
74092,9.60595452992437
74093,10.465305454327941
74094,9.900923650462062
74095,17.487742851575877
74096,11.951793844368805
74097,6.43942089672521
74098,6.183388229093185
74099,12.701723648165089
74100,10.132961689749171
74101,10.945574669444719
74102,9.329568338608668
74103,11.544162230063808
74104,10.532078639439039
74105,8.612463229582831
74106,11.524202548040886
74107,9.653537308900711
74108,5.237962459418252
74109,9.524596758836356
74110,5.620777602091453
74111,10.955633882343061
74112,6.931264189760288
74113,8.498481923072463
74114,10.91903059022298
74115,9.427443140502534
74116,10.803080690671383
74117,12.811190493525833
74118,10.574997724938594
74119,8.90405754524869
74120,16.11623397253998
74121,10.2051996489887
74122,6.9745002680387245
74123,12.54908578788052
74124,5.114287444588949
74125,7.340214767215234
74126,7.259480003519486
74127,12.418822162390311
74128,10.91455216528196
74129,9.33781548144751
74130,10.502709731424893
74131,10.756402572914533
74132,7.440144951106802
74133,10.077475060607242
74134,11.796962005913247
74135,4.564511187981942
74136,6.496762142756524
74137,5.517001117784217
74138,17.174810743895133
74139,10.753226148001028
74140,14.054437606983461
74141,9.351026302429364
74142,10.892825304193575
74143,14.841215082819975
74144,15.259859417818845
74145,11.186269034887678
74146,7.952511292457415
74147,10.249239241581341
74148,5.678044053024554
74149,10.859358331896287
74150,8.492450444897454
74151,8.940985296074889
74152,13.363890858323089
74153,10.783230056504602
74154,8.4952032267343
74155,6.482312926320526
74156,12.34614704951499
74157,11.076879866938851
74158,12.925500991434593
74159,9.970319496215039
74160,13.394065724689119
74161,10.344880232668812
74162,9.739060168150381
74163,10.138489471794847
74164,9.989339318063214
74165,10.462498839314254
74166,9.134277133468892
74167,11.088772663712781
74168,10.675541382589467
74169,11.48771391907558
74170,10.354271463612793
74171,12.966654793943997
74172,11.678735666345313
74173,7.487481760150175
74174,11.690102426628021
74175,9.591569616386016
74176,9.511825934893498
74177,11.160209610154064
74178,12.255455722467374
74179,12.917635043911613
74180,5.883766350379954
74181,8.588621383327196
74182,10.554998351572277
74183,7.373639358026279
74184,11.383245968554846
74185,11.776783962548311
74186,10.219707052816814
74187,9.57211653221093
74188,12.952174648708548
74189,5.838107443526939
74190,9.161165019118679
74191,10.5349419951932
74192,12.033567025283089
74193,9.171954827460231
74194,4.403626320755074
74195,11.975455803654611
74196,12.389293908568899
74197,10.345663685614507
74198,6.8388665373637645
74199,9.760327357692747
74200,11.065732374234388
74201,8.941698591558948
74202,11.657849787725887
74203,11.113405999964268
74204,10.971694449459523
74205,9.863164278845504
74206,9.335003739871317
74207,9.019144905340296
74208,12.276038295961097
74209,16.7364938570879
74210,11.085947835649735
74211,7.35211117082636
74212,9.336593927405623
74213,10.915699929208028
74214,12.925502866726687
74215,8.536865551233078
74216,7.378161475462754
74217,15.276175028051613
74218,11.23852744597106
74219,8.20380973914998
74220,14.407670256695221
74221,8.166246461991651
74222,10.628244354054296
74223,9.604989876584598
74224,9.410208252918196
74225,11.099839735694193
74226,9.851484271350566
74227,11.219896856908408
74228,4.434226290052723
74229,11.787764926852576
74230,10.790090936904864
74231,7.875806936082706
74232,10.642609844315308
74233,6.358732671324556
74234,10.544350539110642
74235,11.376961468442323
74236,8.381454985057507
74237,9.138742933352875
74238,10.744086260373201
74239,6.3675741589513635
74240,7.521220074721887
74241,7.8216103125380885
74242,12.996643241063548
74243,10.679183229745185
74244,6.9458070933811085
74245,10.782405745380691
74246,10.059670235253094
74247,8.805542883600001
74248,8.946105204841984
74249,15.649047129632805
74250,10.78968603183654
74251,13.859112146174848
74252,7.969213855497731
74253,11.24497439041532
74254,10.75946077682118
74255,10.662347646132423
74256,10.969659224477981
74257,13.028690083978484
74258,4.530828381453332
74259,11.230727625771207
74260,8.568648393486306
74261,7.204303830987836
74262,4.909079213159584
74263,11.086220300967165
74264,10.870185941031787
74265,11.586482816801336
74266,8.379965144245135
74267,11.319732705906246
74268,7.167645608047302
74269,7.74558662168058
74270,8.61035000438158
74271,11.692601777419862
74272,15.685327703677757
74273,7.097410903469658
74274,13.510608843420298
74275,8.855964819687442
74276,7.952871352237774
74277,9.567860985467336
74278,13.765101120507069
74279,10.966784615742707
74280,11.422412805328591
74281,14.411706536047317
74282,12.445020261488791
74283,11.908251882673788
74284,7.896173077684586
74285,7.209635139254428
74286,10.933616113750714
74287,10.976630858378675
74288,11.99397525755063
74289,7.920127296559458
74290,10.761067375427274
74291,11.843464360499693
74292,9.712587014076808
74293,7.8066005458792125
74294,10.679636359541774
74295,13.412266722833744
74296,11.642999321305682
74297,10.648309157753914
74298,16.610031859219298
74299,12.08478208323411
74300,9.90419789418141
74301,10.449664918315689
74302,10.056722702723862
74303,9.561990688378483
74304,11.997533452918201
74305,9.460723163147652
74306,8.900031869115685
74307,7.977169290056279
74308,11.21247774575512
74309,9.96462867477849
74310,17.32643392381426
74311,8.284210572971883
74312,13.599378184644337
74313,11.461690903649663
74314,10.845371554061428
74315,9.787215930406433
74316,10.27163227018968
74317,10.207669752248213
74318,11.832682187793747
74319,12.110317366821238
